geoid,name,longitude,latitude,pop_with_access
2025325,"Garden City, KS",-100.8516593,37.9770221,26111
2025375,"Garden Plain, KS",-97.6792751,37.6627092,898
2025425,"Gardner, KS",-94.92629090000001,38.81235770000001,20337
2025750,"Garfield, KS",-99.24454159999999,38.077054100000005,192
2025925,"Garnett, KS",-95.2412309,38.2858727,2794
2025975,"Gas, KS",-95.3449559,37.9225701,564
2026000,"Gaylord, KS",-98.84731059999999,39.64626810000001,113
2026075,"Geneseo, KS",-98.1544733,38.5170201,267
2026200,"Geuda Springs, KS",-97.1504469,37.1114472,185
2026300,"Girard, KS",-94.8455199,37.5088545,2537
2026375,"Glasco, KS",-97.8369634,39.36100029999999,499
2026500,"Glen Elder, KS",-98.30649040000002,39.5001659,380
2026725,"Goddard, KS",-97.5597197,37.671802500000005,4488
2026750,"Goessel, KS",-97.3457423,38.2470724,485
2026775,"Goff, KS",-95.9317618,39.6641159,127
2026875,"Goodland, KS",-101.7138185,39.3485116,95
2027000,"Gorham, KS",-99.023701,38.88067589999999,341
2027125,"Gove City, KS",-100.4870707,38.959461600000004,81
2027200,"Grainfield, KS",-100.46836929999999,39.114282700000004,278
2027425,"Grandview Plaza, KS",-96.79276479999999,39.0328114,1467
2028200,"Grantville, KS",-95.5611689,39.0805936,124
2028300,"Great Bend, KS",-98.7995137,38.3597921,14438
2028350,"Greeley, KS",-95.1263493,38.3673735,302
2028412,"Greeley County unified government (balance), KS",-101.80602370000001,38.4804132,365
2028425,"Green, KS",-96.9998958,39.4301238,125
2028625,"Greenleaf, KS",-96.9798272,39.7267056,327
2028675,"Greensburg, KS",-99.2895686,37.604875299999996,762
2028800,"Grenola, KS",-96.44967059999999,37.35028870000001,170
2028850,"Gridley, KS",-95.8815409,38.1010498,337
2028900,"Grinnell, KS",-100.63107149999999,39.126616799999994,262
2029250,"Gypsum, KS",-97.42662309999999,38.705775200000005,405
2029400,"Haddam, KS",-97.30426159999999,39.8552821,102
2029550,"Hallowell, KS",-95.0027348,37.1733617,82
2029600,"Halstead, KS",-97.5101755,37.9999692,2072
2029675,"Hamilton, KS",-96.16383640000001,37.9805833,23
2029700,"Hamlin, KS",-95.6275395,39.915512899999996,9
2029875,"Hanover, KS",-96.8750671,39.8931699,597
2029925,"Hanston, KS",-99.7127122,38.1230076,12
2030000,"Hardtner, KS",-98.6491781,37.014417,173
2030175,"Harper, KS",-98.02759209999999,37.2850723,1284
2030250,"Harris, KS",-95.44745909999999,38.3208364,52
2030475,"Hartford, KS",-95.9566494,38.3083781,42
2030575,"Harveyville, KS",-95.9625232,38.7891166,233
2030700,"Havana, KS",-95.94191670000001,37.0921126,118
2030725,"Haven, KS",-97.7830935,37.9016325,1225
2030775,"Havensville, KS",-96.076352,39.511228100000004,157
2030825,"Haviland, KS",-99.1058205,37.6174128,570
2031100,"Hays, KS",-99.3222253,38.882226700000004,20001
2031125,"Haysville, KS",-97.35351309999999,37.566058700000006,11078
2031150,"Hazelton, KS",-98.4015411,37.0894468,95
2031200,"Healy, KS",-100.6175901,38.603041600000005,155
2031375,"Hepler, KS",-94.96996740000002,37.6633983,135
2031400,"Herington, KS",-96.8072363,38.6968665,2418
2031425,"Herkimer, KS",-96.70893199999999,39.8923673,45
2031600,"Hesston, KS",-97.42698359999999,38.140071899999995,2918
2031675,"Hiawatha, KS",-95.5379986,39.8518551,2850
2031850,"Highland, KS",-95.2651352,39.860336700000005,921
2032175,"Hill City, KS",-99.846041,39.3670666,1312
2032275,"Hillsboro, KS",-97.1995722,38.3526521,2256
2032300,"Hillsdale, KS",-94.8569048,38.6613958,225
2032550,"Hoisington, KS",-98.7773753,38.518062799999996,2686
2032575,"Holcomb, KS",-100.9936188,37.985983000000004,2090
2032825,"Holton, KS",-95.7325554,39.4698613,3126
2032850,"Holyrood, KS",-98.4118038,38.5872338,445
2032875,"Home, KS",-96.5193777,39.8410279,147
2033075,"Hope, KS",-97.07649599999999,38.691222100000005,368
2033150,"Horace, KS",-101.7904988,38.4768413,72
2033200,"Horton, KS",-95.5325322,39.6637912,1738
2033250,"Howard, KS",-96.2630428,37.4694336,604
2033350,"Hoxie, KS",-100.4398444,39.3558279,1057
2033375,"Hoyt, KS",-95.707921,39.2493585,658
2033400,"Hudson, KS",-98.6606854,38.1048776,116
2033425,"Hugoton, KS",-101.3446892,37.1745138,3632
2033450,"Humboldt, KS",-95.43614570000001,37.8123917,1915
2033500,"Hunnewell, KS",-97.4076129,37.004128,67
2033525,"Hunter, KS",-98.3961172,39.23504260000001,59
2033575,"Huron, KS",-95.35119909999999,39.6382327,61
2033625,"Hutchinson, KS",-97.9095202,38.0672908,38266
2033700,"Idana, KS",-97.2664085,39.3615208,29
2033875,"Independence, KS",-95.7136304,37.232948,8237
2034225,"Ingalls, KS",-100.45332320000001,37.8285784,310
2034275,"Inman, KS",-97.7715723,38.2324281,1141
2034300,"Iola, KS",-95.4006687,37.9274265,4769
2034350,"Ionia, KS",-98.3439639,39.6626315,33
2034550,"Isabel, KS",-98.5515165,37.4671511,88
2034625,"Iuka, KS",-98.7327175,37.729005900000004,167
2034975,"Jamestown, KS",-97.8612553,39.5995477,287
2035375,"Jennings, KS",-100.2932075,39.6805474,99
2035450,"Jetmore, KS",-99.8846995,37.9866195,712
2035475,"Jewell, KS",-98.15240779999999,39.671551,405
2035600,"Johnson City, KS",-101.7447828,37.5704419,926
2035750,"Junction City, KS",-96.8522711,39.0272202,19766
2035950,"Kanopolis, KS",-98.1580686,38.7081107,481
2035975,"Kanorado, KS",-102.0372545,39.336541600000004,156
2036000,"Kansas City, KS",-94.7417813,39.122538899999995,140866
2036200,"Keats, KS",-96.707417,39.216782,82
2036225,"Kechi, KS",-97.2664598,37.7947558,1351
2036550,"Kensington, KS",-99.0328502,39.7667024,348
2036735,"Kickapoo Site 1, KS",-95.6484278,39.7144521,77
2036736,"Kickapoo Site 2, KS",-95.64953320000001,39.70294129999999,34
2036739,"Kickapoo Site 5, KS",-95.68419940000001,39.67348079999999,62
2036740,"Kickapoo Site 6, KS",-95.6904938,39.691751399999994,15
2036741,"Kickapoo Site 7, KS",-95.6713278,39.68953079999999,52
2036744,"Kickapoo Tribal Center, KS",-95.6452757,39.672245000000004,147
2036875,"Kincaid, KS",-95.1561571,38.080731899999996,123
2036950,"Kingman, KS",-98.1159929,37.6477119,2552
2037075,"Kinsley, KS",-99.4114069,37.922376799999995,1204
2037125,"Kiowa, KS",-98.4848186,37.017405200000006,1031
2037200,"Kipp, KS",-97.45682190000001,38.7849896,61
2037275,"Kirwin, KS",-99.1217497,39.669807299999995,8
2037325,"Kismet, KS",-100.701658,37.2044926,5
2037375,"Labette, KS",-95.18355,37.2300153,15
2037500,"La Crosse, KS",-99.30949840000001,38.531836799999994,1120
2037575,"La Cygne, KS",-94.76179309999999,38.3478335,1008
2037675,"Lafontaine, KS",-95.84240759999999,37.3998389,76
2037725,"La Harpe, KS",-95.3030498,37.9164459,574
2037875,"Lake City, KS",-98.8278645,37.35695689999999,26
2037975,"Lake Quivira, KS",-94.76852590000001,39.04019,982
2038175,"Lakin, KS",-101.2584441,37.940016,2046
2038325,"Lancaster, KS",-95.30371219999999,39.571158600000004,297
2038400,"Lane, KS",-95.08209079999999,38.4400469,227
2038500,"Langdon, KS",-98.3241796,37.853192299999996,42
2038650,"Lansing, KS",-94.89632040000001,39.2425924,11092
2038700,"Larned, KS",-99.1012605,38.183389899999995,3878
2038775,"Latham, KS",-96.6425292,37.535587400000004,136
2038800,"Latimer, KS",-96.84595959999999,38.7385919,20
2038900,"Lawrence, KS",-95.26293000000001,38.960029399999996,90462
2039000,"Leavenworth, KS",-94.9249844,39.3236053,35923
2039075,"Leawood, KS",-94.62524029999999,38.9072625,36182
2039100,"Lebanon, KS",-98.5572936,39.8101756,210
2039125,"Lebo, KS",-95.8624818,38.416179299999996,860
2039150,"Lecompton, KS",-95.3950344,39.0258513,583
2039225,"Lehigh, KS",-97.3024105,38.3744071,175
2039350,"Lenexa, KS",-94.80393690000001,38.96526779999999,45161
2039400,"Lenora, KS",-100.0014059,39.610867799999994,250
2039450,"Leon, KS",-96.7837318,37.6898191,718
2039475,"Leona, KS",-95.3213672,39.785986,49
2039500,"Leonardville, KS",-96.8596789,39.364084000000005,550
2039550,"Leoti, KS",-101.35764759999999,38.483388,1389
2039650,"LeRoy, KS",-95.6329705,38.0859565,558
2039700,"Levant, KS",-101.1947727,39.3881113,61
2039725,"Lewis, KS",-99.25467059999998,37.9370283,401
2039825,"Liberal, KS",-100.9296092,37.046110799999994,15292
2040250,"Liberty, KS",-95.5976735,37.1563609,103
2040400,"Liebenthal, KS",-99.3200268,38.6544791,84
2041300,"Lincoln Center, KS",-98.1467373,39.0429547,1061
2041325,"Lincolnville, KS",-96.96148120000001,38.4942729,203
2041375,"Lindsborg, KS",-97.6740089,38.57714179999999,3308
2041425,"Linn, KS",-97.0867936,39.6792898,350
2041465,"Linn Valley, KS",-94.7108989,38.3753855,831
2041475,"Linwood, KS",-95.0371012,39.0019985,416
2041575,"Little River, KS",-98.01494699999999,38.3982136,539
2042100,"Logan, KS",-99.5672816,39.6616559,549
2042425,"Lone Elm, KS",-95.24305600000001,38.0796281,25
2042575,"Longford, KS",-97.32907359999999,39.172096100000005,79
2042600,"Long Island, KS",-99.5339142,39.9461209,135
2042650,"Longton, KS",-96.0818387,37.3774631,295
2042800,"Lorraine, KS",-98.3173309,38.5690488,138
2042825,"Lost Springs, KS",-96.965767,38.5666189,70
2042875,"Louisburg, KS",-94.677082,38.620506299999995,3065
2042925,"Louisville, KS",-96.3144786,39.249865,203
2043050,"Lowell, KS",-94.70267,37.051305,259
2043150,"Lucas, KS",-98.53770809999999,39.0586529,387
2043250,"Luray, KS",-98.69215059999999,39.1149888,190
2043350,"Lyndon, KS",-95.68442440000001,38.6119075,1068
2043525,"Lyons, KS",-98.2044767,38.34621920000001,3281
2043675,"McConnell AFB, KS",-97.2584918,37.6344367,1849
2043700,"McCracken, KS",-99.568446,38.5820846,192
2043725,"McCune, KS",-95.01920329999999,37.353803899999996,412
2043775,"McFarland, KS",-96.237983,39.0546911,260
2043850,"Macksville, KS",-98.9688617,37.957230100000004,480
2043900,"McLouth, KS",-95.2086138,39.1964391,875
2043950,"McPherson, KS",-97.66054190000001,38.3712144,11922
2044050,"Madison, KS",-96.1371802,38.1335581,499
2044150,"Mahaska, KS",-97.35360949999999,39.9872691,83
2044200,"Maize, KS",-97.4591338,37.77486029999999,2635
2044225,"Manchester, KS",-97.3201559,39.093313200000004,90
2044250,"Manhattan, KS",-96.6058642,39.1883066,47376
2044300,"Mankato, KS",-98.20826690000001,39.7873391,673
2044375,"Manter, KS",-101.883166,37.5245154,168
2044500,"Maple Hill, KS",-96.02801540000002,39.0854232,538
2044550,"Mapleton, KS",-94.8840812,38.0156927,84
2044600,"Marienthal, KS",-101.2200349,38.4890805,71
2044750,"Marion, KS",-97.0077771,38.353314700000006,1833
2044925,"Marquette, KS",-97.83442840000001,38.555844,651
2045050,"Marysville, KS",-96.638878,39.8436898,2698
2045150,"Matfield Green, KS",-96.5620135,38.1596511,46
2045250,"Mayetta, KS",-95.7214727,39.338598100000006,332
2045275,"Mayfield, KS",-97.5404017,37.263087899999995,114
2045325,"Meade, KS",-100.3430218,37.283612100000006,6
2045500,"Medicine Lodge, KS",-98.58118470000001,37.285137299999995,1488
2045700,"Melvern, KS",-95.637764,38.507339200000004,392
2045750,"Menlo, KS",-100.7242498,39.356106200000006,61
2045875,"Mentor, KS",-97.5979247,38.740665299999996,62
2045950,"Meriden, KS",-95.5681272,39.1895121,797
2046000,"Merriam, KS",-94.6939551,39.01760720000001,11997
2046450,"Milan, KS",-97.67399809999999,37.2574743,82
2046500,"Mildred, KS",-95.17229880000001,38.0242053,28
2046525,"Milford, KS",-96.9104268,39.1729289,477
2046925,"Milton, KS",-97.76939329999999,37.4432109,151
2046950,"Miltonvale, KS",-97.45230179999999,39.349571399999995,536
2047075,"Minneapolis, KS",-97.6996554,39.1242886,1835
2047150,"Minneola, KS",-100.01307840000001,37.442029299999994,2
2047225,"Mission, KS",-94.6569615,39.0267737,10223
2047350,"Mission Hills, KS",-94.6175515,39.014035299999996,3970
2047425,"Mission Woods, KS",-94.61060479999999,39.0341885,189
2047600,"Moline, KS",-96.30238390000001,37.3636504,256
2047875,"Montezuma, KS",-100.4500873,37.5924203,949
2048125,"Moran, KS",-95.1714291,37.9165422,558
2048225,"Morganville, KS",-97.2036743,39.4667154,183
2048275,"Morland, KS",-100.0743517,39.3489987,152
2048450,"Morrowville, KS",-97.1727686,39.8453027,156
2048600,"Moscow, KS",-101.2067771,37.3250904,249
2048750,"Mound City, KS",-94.82124549999999,38.1395318,704
2048800,"Moundridge, KS",-97.51480179999999,38.2019119,1437
2048825,"Mound Valley, KS",-95.4047635,37.2070185,127
2048900,"Mount Hope, KS",-97.655168,37.8725658,832
2049025,"Mulberry, KS",-94.6234418,37.556082,491
2049075,"Mullinville, KS",-99.4755601,37.5885744,255
2049100,"Mulvane, KS",-97.2353654,37.47645120000001,6078
2049150,"Munden, KS",-97.5384505,39.9126327,100
2049200,"Munjor, KS",-99.26746059999999,38.8088555,217
2049325,"Muscotah, KS",-95.52041870000001,39.55356679999999,176
2049350,"Narka, KS",-97.42672940000001,39.9597626,94
2049400,"Nashville, KS",-98.42275079999999,37.4384454,62
2049425,"Natoma, KS",-99.0241563,39.1884855,278
2049525,"Navarre, KS",-97.10762509999999,38.801711499999996,52
2049650,"Neodesha, KS",-95.6845863,37.4241771,2050
2049825,"Neosho Falls, KS",-95.555289,38.0060088,146
2049875,"Neosho Rapids, KS",-95.9918564,38.3684814,25
2049925,"Ness City, KS",-99.904656,38.4540549,1161
2049950,"Netawaka, KS",-95.7189087,39.602967299999996,149
2050150,"New Albany, KS",-95.9362881,37.567822,56
2050250,"Newbury, KS",-96.17410550000001,39.0823631,49
2050300,"New Cambria, KS",-97.5066017,38.8790456,57
2050425,"New Salem, KS",-96.8897187,37.3142816,57
2050450,"New Strawn, KS",-95.74273079999999,38.2640269,213
2050475,"Newton, KS",-97.3449197,38.0367446,18456
2050525,"Nickerson, KS",-98.08826040000001,38.148899,1057
2050550,"Nicodemus, KS",-99.613519,39.3861438,24
2050600,"Niles, KS",-97.45747440000001,38.9688419,70
2050750,"Niotaze, KS",-96.01446899999999,37.0673465,59
2050925,"Norcatur, KS",-100.1888042,39.8347528,156
2051225,"North Newton, KS",-97.34631490000001,38.077603499999995,1504
2051500,"Norton, KS",-99.8915958,39.8362192,2683
2051525,"Nortonville, KS",-95.33004179999999,39.4154188,643
2051550,"Norway, KS",-97.77377,39.696533200000005,25
2051600,"Norwich, KS",-97.84791640000002,37.4572424,474
2051700,"Oak Hill, KS",-97.34295420000001,39.246543599999995,24
2051810,"Oaklawn-Sunview, KS",-97.2984635,37.60841129999999,3320
2051825,"Oakley, KS",-100.844973,39.1234564,1996
2052000,"Oberlin, KS",-100.5307374,39.8230396,1559
2052175,"Odin, KS",-98.6166932,38.573004499999996,101
2052200,"Offerle, KS",-99.5603505,37.8907233,1
2052275,"Ogden, KS",-96.70235290000001,39.1109201,1996
2052525,"Oketo, KS",-96.5989506,39.9632304,65
2052575,"Olathe, KS",-94.8200535,38.8820305,124811
2052700,"Olivet, KS",-95.7512757,38.4814962,67
2052750,"Olmitz, KS",-98.9366436,38.5164445,114
2052800,"Olpe, KS",-96.1650715,38.2647375,552
2052825,"Olsburg, KS",-96.6159593,39.4320946,247
2052875,"Onaga, KS",-96.1702412,39.4892831,750
2053200,"Osage City, KS",-95.8210021,38.6340977,2364
2053225,"Osawatomie, KS",-94.9458945,38.4999302,4094
2053325,"Osborne, KS",-98.6994687,39.4404519,1143
2053375,"Oskaloosa, KS",-95.3147127,39.2159883,1088
2053450,"Oswego, KS",-95.1120522,37.167640899999995,1588
2053525,"Otis, KS",-99.05349770000001,38.534799799999995,271
2053550,"Ottawa, KS",-95.2627774,38.6000804,11535
2053725,"Overbrook, KS",-95.5569673,38.7793674,844
2053775,"Overland Park, KS",-94.69058390000001,38.8890422,168841
2053850,"Oxford, KS",-97.1693488,37.2737039,1037
2053925,"Ozawkie, KS",-95.4658369,39.235332799999995,537
2054125,"Palco, KS",-99.5635406,39.2532095,275
2054200,"Palmer, KS",-97.1403768,39.632875399999996,89
2054250,"Paola, KS",-94.8618639,38.578717,4956
2054325,"Paradise, KS",-98.9184437,39.1145254,51
2054450,"Park City, KS",-97.325287,37.8083847,6624
2054500,"Parker, KS",-94.98917879999999,38.3286456,280
2054560,"Parkerfield, KS",-96.9955777,37.0677979,313
2054575,"Parkerville, KS",-96.66091999999999,38.7633153,59
2054675,"Parsons, KS",-95.26499770000001,37.334012799999996,8699
2054875,"Pawnee Rock, KS",-98.9823499,38.2649409,252
2054950,"Paxico, KS",-96.16702109999999,39.06890429999999,221
2055100,"Peabody, KS",-97.1043481,38.168305700000005,1162
2055175,"Peck, KS",-97.3694797,37.477724200000004,66
2055450,"Perry, KS",-95.38752790000001,39.073876500000004,867
2055675,"Phillipsburg, KS",-99.3209844,39.7512281,2275
2055750,"Piedmont, KS",-96.3792849,37.615291,59
2055775,"Pierceville, KS",-100.6768052,37.8824098,89
2055875,"Pilsen, KS",-97.0344059,38.4679521,96
2056000,"Piqua, KS",-95.5376822,37.9217036,102
2056025,"Pittsburg, KS",-94.6983397,37.412576200000004,19049
2056150,"Plainville, KS",-99.3008504,39.2341092,1727
2056450,"Pleasanton, KS",-94.70534190000001,38.1794166,1228
2056725,"Plevna, KS",-98.30959200000001,37.971619700000005,98
2057000,"Pomona, KS",-95.45443900000001,38.6111839,786
2057100,"Portis, KS",-98.6915822,39.5637433,103
2057300,"Potwin, KS",-97.0183499,37.938623799999995,460
2057350,"Powhattan, KS",-95.6340106,39.7617344,77
2057525,"Prairie View, KS",-99.57329399999999,39.8319891,133
2057575,"Prairie Village, KS",-94.6361947,38.9868347,23025
2057625,"Pratt, KS",-98.76593559999999,37.698576200000005,5934
2057650,"Prescott, KS",-94.6925123,38.0631217,263
2057675,"Preston, KS",-98.55778670000001,37.7584453,153
2057700,"Pretty Prairie, KS",-98.0224824,37.7800631,658
2057725,"Princeton, KS",-95.2700916,38.4862391,275
2057850,"Protection, KS",-99.4807745,37.2003912,324
2058100,"Quenemo, KS",-95.526614,38.580223499999995,393
2058250,"Quinter, KS",-100.23474240000002,39.0666258,748
2058325,"Radley, KS",-94.76204229999999,37.484928100000005,125
2058375,"Ramona, KS",-97.0636991,38.5978671,187
2058450,"Randall, KS",-98.0455715,39.6416131,67
2058475,"Randolph, KS",-96.7597527,39.428894799999995,199
2058500,"Ransom, KS",-99.9327235,38.6365246,249
2058525,"Rantoul, KS",-95.1008975,38.548394200000004,185
2058725,"Redfield, KS",-94.881987,37.836555700000005,46
2059000,"Republic, KS",-97.8244724,39.9239353,116
2059050,"Reserve, KS",-95.5651448,39.976960399999996,67
2059125,"Rexford, KS",-100.74390629999999,39.4704155,232
2059200,"Richfield, KS",-101.7827864,37.2652758,43
2059675,"Richmond, KS",-95.251949,38.4003331,71
2059875,"Riley, KS",-96.82757840000001,39.298967600000005,1128
2059975,"Ringo, KS",-94.7698869,37.5062737,127
2060200,"Riverton, KS",-94.70697,37.0732423,337
2060325,"Robinson, KS",-95.4115824,39.8155385,230
2060400,"Rock, KS",-97.007062,37.441789,4
2060825,"Roeland Park, KS",-94.63740940000001,39.035854,7358
2060900,"Rolla, KS",-101.6318302,37.117929,411
2061100,"Rosalia, KS",-96.6250017,37.8158473,176
2061250,"Rose Hill, KS",-97.1360443,37.5702706,3662
2061275,"Roseland, KS",-94.8438452,37.2804869,77
2061400,"Rossville, KS",-95.9496244,39.1357992,1160
2061550,"Roxbury, KS",-97.42772140000001,38.550548600000006,105
2061600,"Rozel, KS",-99.40325279999999,38.195386600000006,158
2061775,"Rush Center, KS",-99.31079759999999,38.4648801,133
2061825,"Russell, KS",-98.85139190000001,38.88745479999999,3985
2061875,"Russell Springs, KS",-101.17573990000001,38.912778100000004,26
2062025,"Sabetha, KS",-95.7928319,39.910228000000004,2365
2062075,"St. Benedict, KS",-96.1029185,39.892851,22
2062175,"St. Francis, KS",-101.801428,39.771479,1171
2062200,"St. George, KS",-96.4182837,39.192605799999995,654
2062275,"St. John, KS",-98.7610707,38.0000237,1198
2062400,"St. Marys, KS",-96.0641738,39.194168499999996,2711
2062500,"St. Paul, KS",-95.1741832,37.5185586,624
2062700,"Salina, KS",-97.6144634,38.8140031,45248
2063150,"Satanta, KS",-100.98802109999998,37.4377737,1126
2063200,"Savonburg, KS",-95.141834,37.7491356,109
2063275,"Sawyer, KS",-98.6829511,37.498457,123
2063325,"Scammon, KS",-94.82355559999999,37.2791733,482
2063350,"Scandia, KS",-97.784001,39.796886,342
2063425,"Schoenchen, KS",-99.3322555,38.712895200000006,209
2063600,"Scott City, KS",-100.9030531,38.4788719,3430
2063650,"Scottsville, KS",-97.95230440000002,39.542576600000004,25
2063675,"Scranton, KS",-95.7410896,38.7780284,718
2063800,"Sedgwick, KS",-97.4201641,37.918059299999996,1702
2063875,"Selden, KS",-100.56718509999999,39.5414473,213
2063950,"Seneca, KS",-96.0696078,39.8379976,1983
2064025,"Severance, KS",-95.24923559999999,39.766818799999996,94
2064050,"Severy, KS",-96.2275248,37.6219551,255
2064100,"Seward, KS",-98.7942812,38.1778281,41
2064200,"Shallow Water, KS",-100.9104459,38.373773799999995,82
2064325,"Sharon, KS",-98.4176689,37.249734000000004,157
2064375,"Sharon Springs, KS",-101.7511628,38.8943336,675
2064500,"Shawnee, KS",-94.8058011,39.0174878,61763
2065550,"Silverdale, KS",-96.9017493,37.042393700000005,67
2065600,"Silver Lake, KS",-95.8566547,39.09984910000001,1438
2065650,"Simpson, KS",-97.933998,39.3860355,87
2065925,"Smith Center, KS",-98.78309959999999,39.77400720000001,1396
2066100,"Smolan, KS",-97.6843522,38.7381156,215
2066175,"Soldier, KS",-95.96558420000001,39.5372274,137
2066275,"Solomon, KS",-97.36923540000001,38.9214713,1023
2066475,"Somerset, KS",-94.77936690000001,38.604854100000004,3
2066650,"South Haven, KS",-97.401264,37.0494951,363
2066750,"South Hutchinson, KS",-97.9448449,38.023081899999994,2209
2066800,"South Mound, KS",-95.2198533,37.4360275,24
2067125,"Spearville, KS",-99.75471359999999,37.8480673,799
2067250,"Spivey, KS",-98.1657337,37.4483896,78
2067625,"Spring Hill, KS",-94.82097590000001,38.7566846,4402
2067775,"Stafford, KS",-98.59933199999999,37.9623721,923
2068025,"Stark, KS",-95.1441085,37.6897198,72
2068200,"Sterling, KS",-98.2064629,38.209293200000005,1920
2068350,"Stockton, KS",-99.27639909999999,39.425124,1278
2068775,"Sublette, KS",-100.8464917,37.4822265,1384
2068950,"Summerfield, KS",-96.3492932,39.9968701,156
2069275,"Sun City, KS",-98.916813,37.378518299999996,54
2069525,"Susank, KS",-98.7744906,38.640677399999994,5
2069725,"Sycamore, KS",-95.7154498,37.3185713,72
2069775,"Sylvan Grove, KS",-98.3943688,39.0122908,270
2069800,"Sylvia, KS",-98.4086738,37.958869899999996,218
2069850,"Syracuse, KS",-101.7967593,37.9535775,1577
2069925,"Talmage, KS",-97.25971290000001,39.0268911,99
2070000,"Tampa, KS",-97.1541809,38.5480874,112
2070075,"Tecumseh, KS",-95.5796504,39.0349545,357
2070250,"Tescott, KS",-97.8782855,39.012969899999995,314
2070300,"Thayer, KS",-95.495828,37.4834951,479
2070357,"The Highlands, KS",-97.949637,38.165949,144
2070625,"Timken, KS",-99.1779982,38.47317460000001,71
2070675,"Tipton, KS",-98.4709042,39.3395096,214
2070800,"Tonganoxie, KS",-95.0790897,39.10788970000001,5145
2071000,"Topeka, KS",-95.69482509999999,39.03468,121829
2071050,"Toronto, KS",-95.9497517,37.7985251,279
2071125,"Towanda, KS",-96.9930658,37.792510899999996,1460
2071450,"Tribune, KS",-101.7545251,38.472036700000004,694
2071575,"Troy, KS",-95.0940885,39.7851777,1012
2071800,"Turon, KS",-98.42775019999999,37.807536999999996,387
2071925,"Tyro, KS",-95.82427740000001,37.0385691,214
2071950,"Udall, KS",-97.1176728,37.389027899999995,746
2071975,"Ulysses, KS",-101.3548641,37.5773425,5495
2072525,"Uniontown, KS",-94.9756882,37.847198399999996,275
2072600,"Urbana, KS",-95.3998577,37.5579592,36
2072650,"Utica, KS",-100.16976650000001,38.6427046,158
2073250,"Valley Center, KS",-97.3649497,37.833614700000005,6191
2073300,"Valley Falls, KS",-95.46119759999999,39.3393288,1163
2073450,"Vassar, KS",-95.6100106,38.6485968,443
2073525,"Vermillion, KS",-96.2650656,39.7188583,109
2073775,"Victoria, KS",-99.147397,38.8537584,1226
2073950,"Vining, KS",-97.29361340000001,39.5673187,45
2074025,"Viola, KS",-97.64439329999999,37.4828548,150
2074225,"Wabaunsee, KS",-96.3423091,39.1436421,91
2074450,"WaKeeney, KS",-99.8814552,39.023449400000004,1696
2074525,"Wakefield, KS",-97.0187787,39.216390399999995,764
2074575,"Waldo, KS",-98.7983251,39.1200256,31
2074625,"Waldron, KS",-98.18254549999999,37.0017531,11
2074950,"Walnut, KS",-95.074138,37.603628,221
2075325,"Wamego, KS",-96.3101259,39.2052626,4450
2075825,"Washington, KS",-97.0484223,39.8157976,915
2075950,"Waterville, KS",-96.7467742,39.6917378,677
2076000,"Wathena, KS",-94.9275179,39.7610575,1067
2076050,"Waverly, KS",-95.6050824,38.3958086,518
2076175,"Wayside, KS",-95.870237,37.12640220000001,39
2076250,"Webber, KS",-98.0350627,39.9343713,25
2076350,"Weir, KS",-94.7744677,37.3095941,686
2076425,"Welda, KS",-95.29164279999999,38.17217720000001,129
2076475,"Wellington, KS",-97.4066719,37.278109,35
2076550,"Wells, KS",-97.55118320000001,39.1390858,29
2076625,"Wellsville, KS",-95.0778619,38.717662100000005,1445
2076675,"Weskan, KS",-101.968141,38.8652526,55
2077150,"West Mineral, KS",-94.92680109999999,37.283905600000004,162
2077200,"Westmoreland, KS",-96.4136702,39.3941602,824
2077500,"Westwood, KS",-94.6155797,39.03937929999999,1630
2077525,"Westwood Hills, KS",-94.60966359999999,39.0389049,386
2077550,"Wetmore, KS",-95.8113777,39.6355795,369
2077700,"Wheaton, KS",-96.3185744,39.502205200000006,111
2077825,"White City, KS",-96.7349923,38.79334420000001,618
2077850,"White Cloud, KS",-95.29903929999999,39.974342,162
2078100,"Whiting, KS",-95.6112004,39.5878739,186
2079000,"Wichita, KS",-97.34583620000001,37.6906377,381180
2079375,"Williamstown, KS",-95.3323228,39.064200799999995,35
2079400,"Willis, KS",-95.50578859999999,39.7226424,38
2079550,"Wilmore, KS",-99.21019720000001,37.33503579999999,46
2079625,"Wilroads Gardens, KS",-99.92684150000001,37.71527879999999,380
2079650,"Wilsey, KS",-96.67645470000001,38.635717799999995,155
2079675,"Wilson, KS",-98.4749231,38.82533170000001,770
2079800,"Winchester, KS",-95.2691598,39.3227196,554
2079850,"Windom, KS",-97.9101651,38.384133500000004,133
2079950,"Winfield, KS",-96.9796742,37.2427744,10710
2080075,"Winona, KS",-101.2449267,39.0617169,169
2080350,"Woodbine, KS",-96.9593067,38.795601700000006,169
2080450,"Woodston, KS",-99.0983069,39.4538846,134
2080700,"Yates Center, KS",-95.7548099,37.8674841,1233
2080750,"Yoder, KS",-97.8681095,37.9454618,62
2080925,"Zenda, KS",-98.2819963,37.444077,88
2081025,"Zurich, KS",-99.4347002,39.23226470000001,88
2100298,"Adairville, KY",-86.8582041,36.6750396,866
2100514,"Ages, KY",-83.2415915,36.8593606,215
2100694,"Albany, KY",-85.1354892,36.690545799999995,2007
2100802,"Alexandria, KY",-84.3846006,38.9678178,8669
2100946,"Allen, KY",-82.72906329999999,37.6115701,144
